scene,evaluator,role,question,task,vote
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,提高亮度和清晰度，床单平整一些,1
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,让这个图片更清晰，在手机上看的时候不要太糊,1
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,美化图片，尺寸为 3333x2500，空间感大，画面明亮温馨，干净整洁，床单平整,2
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,打开窗帘，提高清晰度,4
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,仅保留产品，将产品放在图片中间，其余全部消除,3
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,提高亮度，杯子平整一些,4
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,把这个图做成可以作为产品主图，不改变商品包装信息，帮我优化这张商品图片使它更美观,4
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,根据这个图片的实物图，帮我制作它的电商白底图，只有糕点不要带塑料包装,4
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,背景加上月亮星空,4
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,请根据这两张家装平面图，设计完整的家装设计方案，三代同堂现代简约风格，主要色调明,1
商品图片美化,E07,研发,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,一杯透明外卖杯装的冰美式咖啡，透明塑料杯，平盖，杯内清晰可见冰块和深色咖啡，紧贴,1
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,干净点,4
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,不改变商品包装信息，帮我优化这张商品图片，使它更美观,5
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,把这盒草莓里面的草莓拿出来，放在木盘子里做一张电商白底图，要求草莓稍微大一点，一,2
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,消除这张海报中人物图像遮住边框的一小部分,4
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,提高亮度和清晰度，床单平整一些,6
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,让这个图片更清晰，在手机上看的时候不要太糊,1
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,美化图片，尺寸为 3333x2500，空间感大，画面明亮温馨，干净整洁，床单平整,2
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,打开窗帘，提高清晰度,6
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,仅保留产品，将产品放在图片中间，其余全部消除,3
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,提高亮度，杯子平整一些,6
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,把这个图做成可以作为产品主图，不改变商品包装信息，帮我优化这张商品图片使它更美观,5
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,根据这个图片的实物图，帮我制作它的电商白底图，只有糕点不要带塑料包装,4
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,背景加上月亮星空,5
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,请根据这两张家装平面图，设计完整的家装设计方案，三代同堂现代简约风格，主要色调明,1
商品图片美化,E07,研发,哪张图里的商品看起来最有吸引力，最想购买体验？/V1,一杯透明外卖杯装的冰美式咖啡，透明塑料杯，平盖，杯内清晰可见冰块和深色咖啡，紧贴,1
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,4
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,跨年夜 1对1急送 总订单突破历史峰值！,5
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,1
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,春节促销活动的 banner，要有年味,5
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,马年开屏图，品牌风格,5
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,2
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,3
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,2
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,"制作外卖骑手招募海报：主标题: ""骑手招募令"" 位于画面上方1/3处，字体粗黑有",5
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,"酒店会员日活动主视觉设计：主标题: ""会员专享日"" 画面中央偏上，艺术字体，金色",4
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,参考图片，做一张有元旦氛围的贺卡,1
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,请参照这个样式生成一个喜报，喜报内容为：热烈庆祝某业务线达成年度日均单量目标，同,3
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,"做一张入职三周年纪念海报，主标题""入职三周年快乐！""字体卡通可爱，副标题""坚持所",5
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,将这张活动 banner 的色调调整为春节红金配色，保留原有文案和构图，替换背景,5
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,参考图片风格和构图，输出某城市私享会活动海报，本次活动合作数家知名酒店，海报风格,4
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,我们是服务部门，要做一个大模型方向探索的启动沟通会，需要设计一个有科技感、代表未,5
线上营销活动,E02,设计,对照任务 Prompt，哪张完成得最完整？/V1,"帮我为某电商平台""5.17吃货节""活动设计一套完整的视觉物料，包含：① APP ",1
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,4
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,跨年夜 1对1急送 总订单突破历史峰值！,4
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,1
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,春节促销活动的 banner，要有年味,5
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,马年开屏图，品牌风格,2
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,2
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,3
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,2
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"制作外卖骑手招募海报：主标题: ""骑手招募令"" 位于画面上方1/3处，字体粗黑有",4
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"酒店会员日活动主视觉设计：主标题: ""会员专享日"" 画面中央偏上，艺术字体，金色",4
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,参考图片，做一张有元旦氛围的贺卡,1
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,请参照这个样式生成一个喜报，喜报内容为：热烈庆祝某业务线达成年度日均单量目标，同,3
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"做一张入职三周年纪念海报，主标题""入职三周年快乐！""字体卡通可爱，副标题""坚持所",5
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,将这张活动 banner 的色调调整为春节红金配色，保留原有文案和构图，替换背景,4
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,参考图片风格和构图，输出某城市私享会活动海报，本次活动合作数家知名酒店，海报风格,5
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,我们是服务部门，要做一个大模型方向探索的启动沟通会，需要设计一个有科技感、代表未,4
线上营销活动,E02,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"帮我为某电商平台""5.17吃货节""活动设计一套完整的视觉物料，包含：① APP ",1
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,2
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,跨年夜 1对1急送 总订单突破历史峰值！,3
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,2
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,春节促销活动的 banner，要有年味,3
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,马年开屏图，品牌风格,2
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,3
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,3
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,2
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,"制作外卖骑手招募海报：主标题: ""骑手招募令"" 位于画面上方1/3处，字体粗黑有",5
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,"酒店会员日活动主视觉设计：主标题: ""会员专享日"" 画面中央偏上，艺术字体，金色",3
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,参考图片，做一张有元旦氛围的贺卡,6
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,请参照这个样式生成一个喜报，喜报内容为：热烈庆祝某业务线达成年度日均单量目标，同,5
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,"做一张入职三周年纪念海报，主标题""入职三周年快乐！""字体卡通可爱，副标题""坚持所",1
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,将这张活动 banner 的色调调整为春节红金配色，保留原有文案和构图，替换背景,5
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,参考图片风格和构图，输出某城市私享会活动海报，本次活动合作数家知名酒店，海报风格,3
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,我们是服务部门，要做一个大模型方向探索的启动沟通会，需要设计一个有科技感、代表未,3
线上营销活动,E02,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,"帮我为某电商平台""5.17吃货节""活动设计一套完整的视觉物料，包含：① APP ",1
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,4
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,跨年夜 1对1急送 总订单突破历史峰值！,4
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,5
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,春节促销活动的 banner，要有年味,1
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,马年开屏图，品牌风格,2
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,2
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,3
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,2
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,"制作外卖骑手招募海报：主标题: ""骑手招募令"" 位于画面上方1/3处，字体粗黑有",4
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,"酒店会员日活动主视觉设计：主标题: ""会员专享日"" 画面中央偏上，艺术字体，金色",4
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,参考图片，做一张有元旦氛围的贺卡,5
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,请参照这个样式生成一个喜报，喜报内容为：热烈庆祝某业务线达成年度日均单量目标，同,1
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,"做一张入职三周年纪念海报，主标题""入职三周年快乐！""字体卡通可爱，副标题""坚持所",1
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,将这张活动 banner 的色调调整为春节红金配色，保留原有文案和构图，替换背景,5
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,参考图片风格和构图，输出某城市私享会活动海报，本次活动合作数家知名酒店，海报风格,3
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,我们是服务部门，要做一个大模型方向探索的启动沟通会，需要设计一个有科技感、代表未,2
线上营销活动,E02,设计,哪张图的核心信息最醒目，很快就能知道核心的宣传内容是什么？（标题、折扣以及优惠信息）/V1,"帮我为某电商平台""5.17吃货节""活动设计一套完整的视觉物料，包含：① APP ",1
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,4
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,跨年夜 1对1急送 总订单突破历史峰值！,5
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,1
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,春节促销活动的 banner，要有年味,3
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,马年开屏图，品牌风格,2
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,2
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,3
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,2
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,"制作外卖骑手招募海报：主标题: ""骑手招募令"" 位于画面上方1/3处，字体粗黑有",4
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,"酒店会员日活动主视觉设计：主标题: ""会员专享日"" 画面中央偏上，艺术字体，金色",4
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,参考图片，做一张有元旦氛围的贺卡,1
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,请参照这个样式生成一个喜报，喜报内容为：热烈庆祝某业务线达成年度日均单量目标，同,3
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,"做一张入职三周年纪念海报，主标题""入职三周年快乐！""字体卡通可爱，副标题""坚持所",1
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,将这张活动 banner 的色调调整为春节红金配色，保留原有文案和构图，替换背景,4
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,参考图片风格和构图，输出某城市私享会活动海报，本次活动合作数家知名酒店，海报风格,5
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,我们是服务部门，要做一个大模型方向探索的启动沟通会，需要设计一个有科技感、代表未,1
线上营销活动,E02,设计,如果你是甲方，收到这几张图，你会直接通过哪张，不要求返工？/V1,"帮我为某电商平台""5.17吃货节""活动设计一套完整的视觉物料，包含：① APP ",1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,5
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,跨年夜 1对1急送 总订单突破历史峰值！,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,春节促销活动的 banner，要有年味,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,马年开屏图，品牌风格,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,2
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,"制作外卖骑手招募海报：主标题: ""骑手招募令"" 位于画面上方1/3处，字体粗黑有",1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,"酒店会员日活动主视觉设计：主标题: ""会员专享日"" 画面中央偏上，艺术字体，金色",1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,参考图片，做一张有元旦氛围的贺卡,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,请参照这个样式生成一个喜报，喜报内容为：热烈庆祝某业务线达成年度日均单量目标，同,1
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,"做一张入职三周年纪念海报，主标题""入职三周年快乐！""字体卡通可爱，副标题""坚持所",2
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,将这张活动 banner 的色调调整为春节红金配色，保留原有文案和构图，替换背景,3
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,参考图片风格和构图，输出某城市私享会活动海报，本次活动合作数家知名酒店，海报风格,4
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,我们是服务部门，要做一个大模型方向探索的启动沟通会，需要设计一个有科技感、代表未,4
线上营销活动,E04,设计,对照任务 Prompt，哪张完成得最完整？/V1,"帮我为某电商平台""5.17吃货节""活动设计一套完整的视觉物料，包含：① APP ",1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,5
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,跨年夜 1对1急送 总订单突破历史峰值！,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,春节促销活动的 banner，要有年味,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,马年开屏图，品牌风格,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,2
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,5
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"制作外卖骑手招募海报：主标题: ""骑手招募令"" 位于画面上方1/3处，字体粗黑有",1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"酒店会员日活动主视觉设计：主标题: ""会员专享日"" 画面中央偏上，艺术字体，金色",1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,参考图片，做一张有元旦氛围的贺卡,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,请参照这个样式生成一个喜报，喜报内容为：热烈庆祝某业务线达成年度日均单量目标，同,1
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"做一张入职三周年纪念海报，主标题""入职三周年快乐！""字体卡通可爱，副标题""坚持所",2
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,将这张活动 banner 的色调调整为春节红金配色，保留原有文案和构图，替换背景,3
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,参考图片风格和构图，输出某城市私享会活动海报，本次活动合作数家知名酒店，海报风格,5
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,我们是服务部门，要做一个大模型方向探索的启动沟通会，需要设计一个有科技感、代表未,4
线上营销活动,E04,设计,内容准确性最好的图是哪张？（没有多余元素、元素畸形残缺、文字内容错误、错字等问题）/V1,"帮我为某电商平台""5.17吃货节""活动设计一套完整的视觉物料，包含：① APP ",5
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,做一个横幅，用于放在春节保洁活动页中的。文案是：保洁预售立减30元  平台帮你优,5
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,跨年夜 1对1急送 总订单突破历史峰值！,5
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,帮我生成一个突破订单峰值海报，带日期 12.31 号,1
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,春节促销活动的 banner，要有年味,2
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,马年开屏图，品牌风格,1
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,生成一个战报，主色调为红色，氛围大气一点，标题为战报二字，下面写恭喜某团队获得冠,5
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,一只手托着对话框，对话框里有爱心、星星等温暖元素，主色调为橘色，添加适配的字体主,1
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,要设计一个运动打卡推文的首图，格式是 1065x456，整体黄色调，可配一些绿色,1
线上营销活动,E04,设计,哪张图更能激发你进一步了解或参与的欲望？/V1,设计一个微信红包封面，主题为 2026 马年新春。要求：1. 主色调为中国红配金,5
